Individual ID	Coverage	Purity	Mutation Type	Original Events	Events 100X	Sensitivity 100X	Events 80X	Sensitivity 80X	Events 60X	Sensitivity 60X	Events 30X	Sensitivity 30X
IID_H195922	91	0.89582	SVs	117			114	0.9743589743589743	112	0.9572649572649573	103	0.8803418803418803
IID_H195923	74	0.64935	SNVs	11625					10917	0.9390967741935484	8898	0.7654193548387097
IID_H195923	74	0.64935	Indels	19656					17417	0.8860907610907611	12821	0.6522690272690272
IID_H195923	74	0.64935	SVs	502					474	0.9442231075697212	320	0.6374501992031872
IID_H135462	142	0.231	SNVs	30349	29654.0	0.9770997396948828	28827	0.9498500774325348	26739	0.8810504464727009	21626	0.7125770206596593
IID_H135462	142	0.231	Indels	5941	5374.0	0.9045615216293553	4979	0.838074398249453	4388	0.7385961959266116	3337	0.5616899511866689
IID_H135462	142	0.231	SVs	809	741.0	0.9159456118665018	682	0.8430160692212608	548	0.6773794808405439	361	0.446229913473424
IID_H195989	171	0.982923819674	SNVs	17432	15215.0	0.8728201009637448	14384	0.8251491509866912	13201	0.7572854520422212	11114	0.6375631023405232
IID_H195989	171	0.982923819674	Indels	2620	2468.0	0.9419847328244275	2423	0.9248091603053435	2367	0.9034351145038167	2221	0.8477099236641221
IID_H195989	171	0.982923819674	SVs	47	34.0	0.723404255319149	30	0.6382978723404256	27	0.574468085106383	19	0.40425531914893614
IID_H195990	83	0.50388	SNVs	4381					4072	0.9294681579548049	3830	0.8742296279388267
IID_H195990	83	0.50388	Indels	337					291	0.8635014836795252	259	0.7685459940652819
IID_H195990	83	0.50388	SVs	3					3	1.0	2	0.6666666666666666
IID_H195991	79	0.35424	SNVs	13341					13042	0.9775878869649951	12417	0.9307398246008545
IID_H195991	79	0.35424	Indels	1780					1634	0.9179775280898876	1477	0.8297752808988764
IID_H195991	79	0.35424	SVs	84					80	0.9523809523809523	65	0.7738095238095238
IID_H195992	94	0.5577	SNVs	6435			6349	0.9866355866355866	6226	0.9675213675213675	5842	0.9078477078477079
IID_H195992	94	0.5577	Indels	549			527	0.9599271402550091	505	0.9198542805100182	420	0.7650273224043715
IID_H195992	94	0.5577	SVs	448			433	0.9665178571428571	406	0.90625	326	0.7276785714285714
IID_H196046	81	0.502775578432135	SNVs	5967					5268	0.8828557063851181	4120	0.6904642198759846
IID_H196046	81	0.502775578432135	Indels	268					231	0.8619402985074627	172	0.6417910447761194
IID_H196046	81	0.502775578432135	SVs	384					320	0.8333333333333334	209	0.5442708333333334
IID_H196094	90	0.74	SNVs	762			705	0.9251968503937008	627	0.8228346456692913	540	0.7086614173228346
IID_H196094	90	0.74	Indels	97			96	0.9896907216494846	93	0.9587628865979382	82	0.845360824742268
IID_H196094	90	0.74	SVs	0			0		0		0	
IID_H196095	93	0.962	SNVs	4476			4295	0.959562109025916	4070	0.9092940125111707	3750	0.8378016085790885
IID_H196095	93	0.962	Indels	755			745	0.9867549668874173	732	0.9695364238410596	704	0.9324503311258279
IID_H196095	93	0.962	SVs	55			55	1.0	50	0.9090909090909091	49	0.8909090909090909
IID_H196227	78	0.754601415521256	SNVs	836					637	0.7619617224880383	485	0.5801435406698564
IID_H196227	78	0.754601415521256	Indels	68					65	0.9558823529411765	57	0.8382352941176471
IID_H196227	78	0.754601415521256	SVs	0					0		0	
IID_H196231	132	0.977324227777	SNVs	8854	8735.0	0.9865597470070024	8645	0.9763948497854077	8414	0.9503049469166478	7665	0.865710413372487
IID_H196231	132	0.977324227777	Indels	428	408.0	0.9532710280373832	404	0.9439252336448598	390	0.9112149532710281	360	0.8411214953271028
IID_H196231	132	0.977324227777	SVs	18	17.0	0.9444444444444444	15	0.8333333333333334	13	0.7222222222222222	9	0.5
IID_H196232	122	0.912	SNVs	6874	6722.0	0.9778876927553098	6647	0.9669770148385219	6574	0.9563572883328484	6376	0.9275530986325283
IID_H196232	122	0.912	Indels	1159	1130.0	0.9749784296807593	1098	0.9473684210526315	1075	0.9275237273511648	1004	0.8662640207075065
IID_H196232	122	0.912	SVs	48	47.0	0.9791666666666666	46	0.9583333333333334	46	0.9583333333333334	39	0.8125
IID_H195920	144	0.548693938977933	SNVs	5636	5182.0	0.9194464158977999	4916	0.872249822569198	4543	0.8060681334279631	3822	0.6781405251951739
IID_H195920	144	0.548693938977933	Indels	393	368.0	0.9363867684478372	356	0.905852417302799	324	0.8244274809160306	257	0.6539440203562341
IID_H195920	144	0.548693938977933	SVs	11	11.0	1.0	10	0.9090909090909091	10	0.9090909090909091	8	0.7272727272727273
